pair_id,cell,row,col,card_no,label,qr_url,front_image,back_image,front_page,back_page,front_bbox_xyxy,back_bbox_xyxy,needs_review,review_note,created_at,card_id,front_cell,back_cell,manual_locked,source_pdf
247_pr,A3,1,3,247,pr-,https://cardlish.com/pr/,cards/247_pr_front.png,cards/247_pr_back.png,2,1,"(1111, 0, 1699, 808)","(1113, 0, 1699, 842)",False,,07/06/2026,legacy_247_pr,A3,A3,False,
248_tr,A1,1,1,248,tr-,https://cardlish.com/tr/,cards/248_tr_front.png,cards/248_tr_back.png,2,1,"(0, 0, 491, 798)","(0, 0, 494, 832)",False,,07/06/2026,legacy_248_tr,A1,A1,False,
249_bl,B1,2,1,249,bl-,https://cardlish.com/bl/,cards/249_bl_front.png,cards/249_bl_back.png,2,1,"(0, 901, 491, 1582)","(0, 935, 494, 1617)",False,,07/06/2026,legacy_249_bl,B1,B1,False,
250_cl,C1,3,1,250,Cl-,https://cardlish.com/cl/,cards/250_cl_front.png,cards/250_cl_back.png,2,1,"(0, 1662, 491, 2341)","(0, 1662, 494, 2341)",False,,07/06/2026,legacy_250_cl,C1,C1,False,
251_fl,C2,3,2,251,fl-,https://cardlish.com/fl/,cards/251_fl_front.png,cards/251_fl_back.png,2,1,"(535, 1662, 1041, 2341)","(566, 1662, 1049, 2341)",False,,07/06/2026,legacy_251_fl,C2,C2,False,
252_gl,A1,1,1,252,gl-,https://cardlish.com/gl/,cards/252_gl_front.png,cards/252_gl_back.png,2,1,"(0, 0, 496, 853)","(0, 0, 491, 825)",False,,07/06/2026,legacy_252_gl,A1,A1,False,
253_pl,B1,2,1,253,pl-,https://cardlish.com/pl/,cards/253_pl_front.png,cards/253_pl_back.png,2,1,"(0, 926, 496, 1608)","(0, 914, 491, 1598)",False,,07/06/2026,legacy_253_pl,B1,B1,False,
254_sl,C1,3,1,254,sl-,https://cardlish.com/sl/,cards/254_sl_front.png,cards/254_sl_back.png,2,1,"(0, 1663, 496, 2341)","(0, 1662, 491, 2341)",False,,07/06/2026,legacy_254_sl,C1,C1,False,
255_tw,C2,3,2,255,tw-,https://cardlish.com/tw/,cards/255_tw_front.png,cards/255_tw_back.png,2,1,"(549, 1663, 1055, 2341)","(542, 1662, 1043, 2341)",False,,07/06/2026,legacy_255_tw,C2,C2,False,
256_thr,B2,2,2,256,thr-,https://cardlish.com/thr/,cards/256_thr_front.png,cards/256_thr_back.png,2,1,"(549, 926, 1055, 1608)","(542, 914, 1043, 1598)",False,,07/06/2026,legacy_256_thr,B2,B2,False,
257_qu,A2,1,2,257,qu-,https://cardlish.com/qu/,cards/257_qu_front.png,cards/257_qu_back.png,2,1,"(549, 0, 1055, 853)","(542, 0, 1043, 825)",False,,07/06/2026,legacy_257_qu,A2,A2,False,
258_sc,C3,3,3,258,SC-,https://cardlish.com/sk/,cards/258_sc_front.png,cards/258_sc_back.png,2,1,"(1102, 1663, 1699, 2341)","(1101, 1662, 1699, 2341)",False,,07/06/2026,legacy_258_sc,C3,C3,False,
259_sk,B3,2,3,259,sk-,https://cardlish.com/sk/,cards/259_sk_front.png,cards/259_sk_back.png,2,1,"(1102, 926, 1699, 1608)","(1101, 914, 1699, 1598)",False,,07/06/2026,legacy_259_sk,B3,B3,False,
260_sm,A3,1,3,260,sm-,https://cardlish.com/sm/,cards/260_sm_front.png,cards/260_sm_back.png,2,1,"(1102, 0, 1699, 853)","(1101, 0, 1699, 825)",False,,07/06/2026,legacy_260_sm,A3,A3,False,
261_sn,B2,2,2,261,sn-,https://cardlish.com/sn/,cards/261_sn_front.png,cards/261_sn_back.png,2,1,"(535, 901, 1041, 1582)","(566, 935, 1049, 1617)",False,,07/06/2026,legacy_261_sn,B2,B2,False,
262_sp,A2,1,2,262,sp-,https://cardlish.com/sp/,cards/262_sp_front.png,cards/262_sp_back.png,2,1,"(535, 0, 1041, 798)","(566, 0, 1049, 832)",False,,07/06/2026,legacy_262_sp,A2,A2,False,
263_st,A3,1,3,263,st-,https://cardlish.com/st/,cards/263_st_front.png,cards/263_st_back.png,2,1,"(1103, 0, 1699, 798)","(1095, 0, 1699, 832)",False,,07/06/2026,legacy_263_st,A3,A3,False,
264_sw,B3,2,3,264,SW-,https://cardlish.com/sw/,cards/264_sw_front.png,cards/264_sw_back.png,2,1,"(1103, 901, 1699, 1582)","(1095, 935, 1699, 1617)",False,,07/06/2026,legacy_264_sw,B3,B3,False,
265_scr,C3,3,3,265,scr-,https://cardlish.com/scr/,cards/265_scr_front.png,cards/265_scr_back.png,2,1,"(1103, 1662, 1699, 2341)","(1095, 1662, 1699, 2341)",False,,07/06/2026,legacy_265_scr,C3,C3,False,
266_squ,A1,1,1,266,squ-,https://cardlish.com/squ/,cards/266_squ_front.png,cards/266_squ_back.png,1,2,"(0, 0, 493, 833)","(0, 0, 489, 846)",False,,07/06/2026,legacy_266_squ,A1,A1,False,
267_str,B1,2,1,267,str-,https://cardlish.com/str/,cards/267_str_front.png,cards/267_str_back.png,1,2,"(0, 915, 493, 1600)","(0, 916, 489, 1600)",False,,07/06/2026,legacy_267_str,B1,B1,False,
268_spr,C1,3,1,268,spr-,https://cardlish.com/spr/,cards/268_spr_front.png,cards/268_spr_back.png,1,2,"(0, 1660, 493, 2341)","(0, 1660, 489, 2341)",False,,07/06/2026,legacy_268_spr,C1,C1,False,
269_card,C2,3,2,269,,https://cardlish.com/b/,cards/269_card_front.png,cards/269_card_back.png,1,2,"(533, 1660, 1039, 2341)","(540, 1660, 1042, 2341)",False,,07/06/2026,legacy_269_card,C2,C2,False,
270_card,B2,2,2,270,,https://cardlish.com/d/,cards/270_card_front.png,cards/270_card_back.png,1,2,"(533, 915, 1039, 1600)","(540, 916, 1042, 1600)",False,,07/06/2026,legacy_270_card,B2,B2,False,
271_card,A2,1,2,271,,https://cardlish.com/f/,cards/271_card_front.png,cards/271_card_back.png,1,2,"(533, 0, 1039, 833)","(540, 0, 1042, 846)",False,,07/06/2026,legacy_271_card,A2,A2,False,
272_card,A3,1,3,272,,https://cardlish.com/f/,cards/272_card_front.png,cards/272_card_back.png,1,2,"(1084, 0, 1699, 833)","(1095, 0, 1699, 846)",False,,07/06/2026,legacy_272_card,A3,A3,False,
273_card,B3,2,3,273,,https://cardlish.com/g/,cards/273_card_front.png,cards/273_card_back.png,1,2,"(1084, 915, 1699, 1600)","(1095, 916, 1699, 1600)",False,,07/06/2026,legacy_273_card,B3,B3,False,
274_card,C3,3,3,274,,https://cardlish.com/d%ca%92/,cards/274_card_front.png,cards/274_card_back.png,1,2,"(1084, 1660, 1699, 2341)","(1095, 1660, 1699, 2341)",False,,07/06/2026,legacy_274_card,C3,C3,False,
275_card,A1,1,1,275,,https://cardlish.com/k/,cards/275_card_front.png,cards/275_card_back.png,2,1,"(0, 0, 495, 814)","(0, 0, 489, 814)",False,,07/06/2026,legacy_275_card,A1,A1,False,
276_card,B1,2,1,276,,https://cardlish.com/k/,cards/276_card_front.png,cards/276_card_back.png,2,1,"(0, 907, 495, 1593)","(0, 897, 489, 1583)",False,,07/06/2026,legacy_276_card,B1,B1,False,
277_card,B2,2,2,277,,https://cardlish.com/dark_l/,cards/277_card_front.png,cards/277_card_back.png,2,1,"(567, 921, 1069, 1596)","(550, 907, 1044, 1585)",False,,07/06/2026,legacy_277_card,B2,B2,False,
278_card,C1,3,1,278,,https://cardlish.com/dark_l/,cards/278_card_front.png,cards/278_card_back.png,2,1,"(0, 1659, 495, 2341)","(0, 1660, 489, 2341)",False,,07/06/2026,legacy_278_card,C1,C1,False,
279_card,C2,3,2,279,,https://cardlish.com/m/,cards/279_card_front.png,cards/279_card_back.png,2,1,"(544, 1659, 1049, 2341)","(545, 1660, 1045, 2341)",False,,07/06/2026,legacy_279_card,C2,C2,False,
280_card,B2,2,2,280,,https://cardlish.com/n/,cards/280_card_front.png,cards/280_card_back.png,2,1,"(544, 907, 1049, 1593)","(545, 897, 1045, 1583)",False,,07/06/2026,legacy_280_card,B2,B2,False,
281_card,A2,1,2,281,,https://cardlish.com/p/,cards/281_card_front.png,cards/281_card_back.png,2,1,"(544, 0, 1049, 814)","(545, 0, 1045, 814)",False,,07/06/2026,legacy_281_card,A2,A2,False,
282_card,A3,1,3,282,,https://cardlish.com/r-3/,cards/282_card_front.png,cards/282_card_back.png,2,1,"(1114, 0, 1699, 814)","(1112, 0, 1699, 814)",False,,07/06/2026,legacy_282_card,A3,A3,False,
283_card,B3,2,3,283,,https://cardlish.com/s/,cards/283_card_front.png,cards/283_card_back.png,2,1,"(1114, 907, 1699, 1593)","(1112, 897, 1699, 1583)",False,,07/06/2026,legacy_283_card,B3,B3,False,
284_card,C3,3,3,284,,https://cardlish.com/s/,cards/284_card_front.png,cards/284_card_back.png,2,1,"(1114, 1659, 1699, 2341)","(1112, 1660, 1699, 2341)",False,,07/06/2026,legacy_284_card,C3,C3,False,
285_card,A1,1,1,285,,https://cardlish.com/t/,cards/285_card_front.png,cards/285_card_back.png,2,1,"(0, 0, 493, 806)","(0, 0, 479, 782)",False,,07/06/2026,legacy_285_card,A1,A1,False,
286_card,B1,2,1,286,,https://cardlish.com/v/,cards/286_card_front.png,cards/286_card_back.png,2,1,"(0, 888, 493, 1576)","(0, 888, 479, 1576)",False,,07/06/2026,legacy_286_card,B1,B1,False,
288_s,C1,3,1,288,S-,https://cardlish.com/z/,cards/288_s_front.png,cards/288_s_back.png,2,1,"(0, 1659, 493, 2341)","(0, 1654, 479, 2341)",False,,07/06/2026,legacy_288_s,C1,C1,False,
289_card,C2,3,2,289,,https://cardlish.com/t%ca%83/,cards/289_card_front.png,cards/289_card_back.png,2,1,"(529, 1659, 1034, 2341)","(532, 1654, 1041, 2341)",False,,07/06/2026,legacy_289_card,C2,C2,False,
290_card,B2,2,2,290,,https://cardlish.com/sh/,cards/290_card_front.png,cards/290_card_back.png,2,1,"(529, 888, 1034, 1576)","(532, 888, 1041, 1576)",False,,07/06/2026,legacy_290_card,B2,B2,False,
291_card,A2,1,2,291,,https://cardlish.com/sh/,cards/291_card_front.png,cards/291_card_back.png,2,1,"(529, 0, 1034, 806)","(532, 0, 1041, 782)",False,,07/06/2026,legacy_291_card,A2,A2,False,
292_th,A3,1,3,292,th-,https://cardlish.com/d-2/,cards/292_th_front.png,cards/292_th_back.png,2,1,"(1080, 0, 1699, 806)","(1094, 0, 1699, 782)",False,,07/06/2026,legacy_292_th,A3,A3,False,
293_th,B3,2,3,293,th-,https://cardlish.com/%ce%b8/,cards/293_th_front.png,cards/293_th_back.png,2,1,"(1080, 888, 1699, 1576)","(1094, 888, 1699, 1576)",False,,07/06/2026,legacy_293_th,B3,B3,False,
294_card,C3,3,3,294,,https://cardlish.com/ng/,cards/294_card_front.png,cards/294_card_back.png,2,1,"(1080, 1659, 1699, 2341)","(1094, 1654, 1699, 2341)",False,,07/06/2026,legacy_294_card,C3,C3,False,
296_card,B1,2,1,296,,https://cardlish.com/f_ft/,cards/296_card_front.png,cards/296_card_back.png,1,2,"(0, 897, 493, 1581)","(0, 862, 492, 1548)",False,,07/06/2026,legacy_296_card,B1,B1,False,
297_card,C1,3,1,297,,https://cardlish.com/f_ld/,cards/297_card_front.png,cards/297_card_back.png,1,2,"(0, 1658, 493, 2341)","(0, 1659, 492, 2341)",False,,07/06/2026,legacy_297_card,C1,C1,False,
298_card,C2,3,2,298,,https://cardlish.com/f_lt/,cards/298_card_front.png,cards/298_card_back.png,1,2,"(531, 1658, 1039, 2341)","(550, 1659, 1057, 2341)",False,,07/06/2026,legacy_298_card,C2,C2,False,
299_dw,B2,2,2,299,dw-,https://cardlish.com/f_mp/,cards/299_dw_front.png,cards/299_dw_back.png,1,2,"(531, 897, 1039, 1581)","(550, 862, 1057, 1548)",False,,07/06/2026,legacy_299_dw,B2,B2,False,
300_card,A2,1,2,300,,https://cardlish.com/f_nd/,cards/300_card_front.png,cards/300_card_back.png,1,2,"(531, 0, 1039, 812)","(550, 0, 1057, 759)",False,,07/06/2026,legacy_300_card,A2,A2,False,
301_card,A3,1,3,301,,https://cardlish.com/f_nk/,cards/301_card_front.png,cards/301_card_back.png,1,2,"(1087, 0, 1699, 812)","(1113, 0, 1699, 759)",False,,07/06/2026,legacy_301_card,A3,A3,False,
302_card,B3,2,3,302,,https://cardlish.com/f_nt/,cards/302_card_front.png,cards/302_card_back.png,1,2,"(1087, 897, 1699, 1581)","(1113, 862, 1699, 1548)",False,,07/06/2026,legacy_302_card,B3,B3,False,
303_card,C3,3,3,303,,https://cardlish.com/sk/,cards/303_card_front.png,cards/303_card_back.png,1,2,"(1087, 1658, 1699, 2341)","(1113, 1659, 1699, 2341)",False,,07/06/2026,legacy_303_card,C3,C3,False,
304_card,A1,1,1,304,,https://cardlish.com/f_st/,cards/304_card_front.png,cards/304_card_back.png,2,1,"(0, 0, 492, 818)","(0, 0, 492, 822)",False,,07/06/2026,legacy_304_card,A1,A1,False,
305_card,B1,2,1,305,,https://cardlish.com/k/,cards/305_card_front.png,cards/305_card_back.png,2,1,"(0, 905, 492, 1593)","(0, 917, 492, 1602)",False,,07/06/2026,legacy_305_card,B1,B1,False,
680_card,A3,1,3,680,,https://cardlish.com/ount/,cards/680_card_front.png,cards/680_card_back.png,2,1,"(1168, 0, 1699, 836)","(1183, 0, 1699, 828)",False,,07/06/2026,legacy_680_card,A3,A3,False,
900_card,A1,1,1,900,,https://cardlish.com/z/,cards/900_card_front.png,cards/900_card_back.png,1,2,"(0, 0, 493, 812)","(0, 0, 492, 759)",False,,07/06/2026,legacy_900_card,A1,A1,False,
batch030_B1,B1,2,1,,,https://cardlish.com/short-i/,cards/batch030_B1_front.png,cards/batch030_B1_back.png,1,2,"(0, 780, 566, 1561)","(0, 780, 566, 1561)",False,,07/06/2026,legacy_batch030_B1,B1,B1,False,
batch034_C2,C2,3,2,,,,cards/batch034_C2_front.png,cards/batch034_C2_back.png,1,2,"(640, 1706, 1280, 2559)","(640, 1706, 1280, 2559)",True,No QR detected; please review front/back assignment.,02/07/2026,front_016_022_p01p02_C2,C2,C2,False,front_016_022
batch034_C3,C3,3,3,,,,cards/batch034_C3_front.png,cards/batch034_C3_back.png,1,2,"(1280, 1706, 1919, 2559)","(1280, 1706, 1919, 2559)",True,No QR detected; please review front/back assignment.,02/07/2026,front_016_022_p01p02_C3,C3,C3,False,front_016_022
